"Timestamp","Your name as it appears in Canvas  (Will be anonymized before incidents are shared with the class)","Did you have any interactions today that you suspect might involve a UX Dark Pattern ?","If you reported ""yes"" or ""unsure"" please answer the following questions.

Name and link to the system or service","What were you trying to do?","What was suss?","Did encountering this pattern impact you in any way?  Please explain. 

(Examples of possible impacts include but are not limited to:  
-not achieving what you want to accomplish; 
-hindering what you wanted to accomplish; 
-costing you more time, money, or effort than anticipated/desired; 
-less confidence or less certainty that you have achieved your aim 
-less confidence or less certainty that you have mitigated undesirable consequences; 
-undue emotional labor; 
-possible consequences for others; 
and so on.)","Based on your personal feelings at this time, please mark the degree of concern you have about this incident. 

No concern (1) 
Mild concern (2) 
Moderate concern (3) 
High concern (4) 
Extreme concern(5)","Images or video of a problematic interaction are very helpful for analysis. Did you capture any images or video of the interaction you are reporting on?  (We will reach out when the collection period is concluded to collect.)","Which UX Dark Patterns do you think might be involved (if any)? (Check all that apply)   

Patterns are from Appendix A of  2022 US FTC Staff Report ""Bringing Dark Patterns to Light""","Anything else?","If you have screenshots or other documentation, you can upload  to 10 files of 100 MB in size via one submission."
"1/23/2026 10:26:53","e859586525ccf511c7729f821cfcb40f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 10:52:10","40dd2a03fb4b98f334946f6fec656214","No",NA,NA,NA,NA,NA,NA,NA,"For yesterday",NA
"1/23/2026 14:33:22","0f3758c93874e764fc2a3810d76412ea","No",NA,NA,NA,NA,1,NA,NA,"Not gonna be using tech that much / at all today, so low chance of seeing any today!",NA
"1/23/2026 18:08:20","8f3e6c234621b584a8db2856547a1e72","Yes","Instagram, link: https://www.instagram.com","I was just scrolling through my reels","This one lady kept showing up talkng about a master class, telling how basic skills like talking and attending zoom calls can help you earn millions and women who are not doing these are missing out. It might not be UX stunt, but it did feel like a scam and the reel description could count as UX dark patterns. Along with that, I also received messages from that lady that felt suss.","Yea it made me feel like it was real, but then it started feeling like it was ""too good to be true""",2,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims)","-","https://drive.google.com/open?id=1uIQBsoCvohu30XTEEraRWngervOdQ33Z"
"1/23/2026 19:02:02","dc061d80e7dd17510f6d829ef33db9e6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 20:33:47","4a29867983ade6dd1b2b2906623caa5b","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 20:45:35","3ab9930600663c445d69ce90a7896ef2","No","N/A","N/A","N/A","N/A",1,"No","Nothing to report today!","No",NA
"1/23/2026 21:05:21","f7b8ba00725f823769b18b9d3a8dcece","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 21:36:57","fc18d8e695666557c2869e666275169c","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 21:58:26","a515adcad907f25d005c2bc716b146e1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:03:36","af8223a08ac162a1586e95dc1052dd9b","Yes","CROCS","I was trying to casually check and read through my emails without intending to shop or make any purchases.","The promotional emails used repeated sales messaging, limited-time language, and visually emphasized discounts that made the offers feel urgent even though there was no clear indication that the promotions were actually expiring soon. The emails were designed to pull attention away from simply reading email and toward clicking through to shop.","Encountering these promotional messages was mildly distracting and made it harder to simply scan and clear my inbox. The urgency-focused language created subtle pressure to click and browse products even though I did not plan to shop. It made me slightly less confident that I could quickly accomplish my original goal of just reviewing emails without being influenced by marketing prompts.",3,"No","Urgency (Baseless countdown timer, False limited time message, False discount claims), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)","This interaction did not cause significant harm, but it demonstrates how everyday marketing emails can use subtle urgency and visual hierarchy to influence user behavior even when users are not actively shopping. Over time, repeated exposure to these patterns could contribute to decision fatigue or impulsive purchasing. I am guilty of this !",NA
"1/23/2026 22:04:28","af8223a08ac162a1586e95dc1052dd9b","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:14:55","2953e5e87133f5a9d0402c611ec6523f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:16:17","91f4c3e914abd8a08357dd818e47d187","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:25:26","df5182b79b2175750d9c68461d79e197","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:33:56","0961728f88dc965cbb8dc507b1db0486","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:43:00","9a0dd5b58c1c3e6033e98ee97e708eff","No",NA,NA,NA,NA,NA,NA,NA,"No incidents.",NA
"1/23/2026 22:43:58","0b2404b578b77360a47d032dff35d187","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 22:47:46","859a22cad8845488d5ba6b69f524bd4f","Yes","IQIYI https://www.iq.com/?lang=en_us","Stream a series","Saw that it said full online for free, but when i went in, only the first episode was free and the rest were block by vip access. There was an option to gain a free trial for vip access by watching ads but it didn't tell me how long the access was for. After watching the ads the access was for 45 min, less than an episode. There were also constant ads in the episodes anyways. Luckily it let me gain the free access multiple times.","Cost me time and effort, would have cost me money if I was impatient",1,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,"https://drive.google.com/open?id=1WQxd9mJhHr82MfHwF06BFKdWtOEBDrRJ, https://drive.google.com/open?id=1vP4OQij-tpHI2bNNbpUpGXPpXxJQr1nF"
"1/23/2026 23:01:14","4bc7f5a22151e3f0617ee30c3595d358","No",NA,NA,NA,NA,NA,"No",NA,NA,NA
"1/23/2026 23:28:40","602a3cf3e1f56a4b2a0dbb2d8dfcd803","Yes","unsure","look at a dog photo","It asked if I wanted to allow the website to collect information, upon clicking ""more options"", it explicitly mentioned selling, sharing, and other transformations of it with a long list of opt out options","I clicked away and didn't see the dog photo :(",4,"Yes","Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"1/23/2026 23:29:39","e9654dbbbfe347916631418f6892fabf","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 23:33:14","442fc86a5aefdaeabbaea6fb9aebad38","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 23:43:31","86aedc940e1573ca89a0b18205d56559","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/23/2026 23:55:00","eb3d24eeaafc9ed15391a6eab40384e4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 0:05:06","ded98ef2ae3193a58dafaae10e84a4d5","No","N/A","N/A","N/A","N/A",NA,NA,NA,NA,NA
"1/24/2026 1:39:10","40dd2a03fb4b98f334946f6fec656214","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 9:28:41","74f291653c12510a6585971c8a46ae03","No",NA,NA,NA,NA,NA,NA,NA,"this is for 1/23",NA
"1/24/2026 11:08:22","07afba00b8fd5c57898529c33a7de171","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 11:13:12","99e6a9590b795ad906ba29aa21a727d9","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 16:17:09","af8223a08ac162a1586e95dc1052dd9b","Yes","Temu","I was browsing for a few small items and trying to decide if I wanted to place an order.","While browsing, I kept seeing messages like “Only a few left,” “Hurry, almost sold out,” and countdown timers for discounts. The app also constantly showed pop-ups about deals expiring soon, which made it feel rushed and stressful. It was hard to tell if the urgency was real or just part of the design. I also saw lots of promotions  and ads too!","Yes. It made me feel pressured to decide quickly instead of thinking carefully. I spent more time checking prices and comparing items because I wasn’t sure if the deals were real. It also made me less confident that I was making the best choice and more worried about missing out.",4,"No","Scarcity (False low stock message, False high demand,), Urgency (Baseless countdown timer, False limited time message, False discount claims), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)","The constant notifications and pop-ups made the shopping experience feel overwhelming and made it harder to browse calmly.",NA
"1/24/2026 18:52:09","2953e5e87133f5a9d0402c611ec6523f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 19:03:23","a515adcad907f25d005c2bc716b146e1","Yes","https://www.ryanair.com/us/en

Ryanair Airlines","Buy flights","Tried to make me pay for seats when there are free seats instead","Costing more money, taking time away",3,"No","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,NA
"1/24/2026 19:57:31","dc061d80e7dd17510f6d829ef33db9e6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 21:03:55","0f3758c93874e764fc2a3810d76412ea","Yes","I was playing this game I found showing how companies websites trick you to keep cookies on.

https://cookieconsentspeed.run/","Play the game and experience it.","Yes, it showed all the different ways websites make it hard to turn off cookies.","Gave me a wider view of shady ways websites keep you from turning off cookies.",3,"No","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,NA
"1/24/2026 21:35:06","602a3cf3e1f56a4b2a0dbb2d8dfcd803","No",NA,NA,NA,NA,NA,NA,NA,"Heres the images of the dark pattern i saw yesterday","https://drive.google.com/open?id=1VWIfoYnwODUX0bEUHUEjS4vZ0HqVOtsr, https://drive.google.com/open?id=1Y4_E0mtKnkVqYY0oV6XLXinzGL1V9gq8"
"1/24/2026 21:55:12","4bc7f5a22151e3f0617ee30c3595d358","Yes","Discord | no link as this is separate application","Utilize free two weeks subscription","They told me it was free but I still had to place my card information and had to manually cancel my subscription or else I would have to start paying yearly payment.","I was not able to achieve my goal of utilizing the free subscription (I did not want to accidently not cancel).",2,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","nope","https://drive.google.com/open?id=1EdKOE9H9RbxYmUvO7Y1wUUayPlWinDG8"
"1/24/2026 22:26:51","4a29867983ade6dd1b2b2906623caa5b","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 22:33:24","86aedc940e1573ca89a0b18205d56559","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 22:48:31","fc18d8e695666557c2869e666275169c","No",NA,NA,NA,NA,NA,NA,NA,"I forgot to submit photos of my Day 1 encounters so i’m submitting them now","https://drive.google.com/open?id=14jpFQZU59WAxrnFJEDx8lz0H_VUJ0qEq, https://drive.google.com/open?id=1JvYEazh-4iFyIfW_vnUEUSLNM9b5JJnJ"
"1/24/2026 22:58:46","ded98ef2ae3193a58dafaae10e84a4d5","Yes","flightradar24
https://www.flightradar24.com/","I was trying to see what flight my brother was on","When I entered the site there was a popup that asked me to agree or disagree to give my personal info and the agree button was bright blue while the disagree was greyed out. When I clicked disagree it took me to another page where I had to manually click disagree on about 6 things while the agree button was one simple click","It was pretty annoying and mixed with a couple of other dark patterns throughout the site really made want to just close the site and find another one.",4,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,"https://drive.google.com/open?id=1yw3dK6pLqtSc__LB6sPKs_Eya1UVyMAq"
"1/24/2026 23:19:37","99e6a9590b795ad906ba29aa21a727d9","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 23:20:55","eb3d24eeaafc9ed15391a6eab40384e4","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 23:27:15","0961728f88dc965cbb8dc507b1db0486","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 23:33:18","e9654dbbbfe347916631418f6892fabf","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/24/2026 23:51:17","9a0dd5b58c1c3e6033e98ee97e708eff","No",NA,NA,NA,NA,NA,NA,NA,"No incidents.",NA
"1/25/2026 0:21:41","91f4c3e914abd8a08357dd818e47d187","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 0:44:40","07afba00b8fd5c57898529c33a7de171","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 1:11:59","442fc86a5aefdaeabbaea6fb9aebad38","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 2:16:06","3ab9930600663c445d69ce90a7896ef2","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 12:04:06","0b2404b578b77360a47d032dff35d187","Yes","https://www.amazon.com/","Cancel Prime membership","Intentionally misleading language and multi-page process","Made a simple action annoying",5,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,"https://drive.google.com/open?id=1_K_-7OkmJFdVzSYAzvXjsazxaBRvkkam"
"1/25/2026 12:04:52","0b2404b578b77360a47d032dff35d187","No",NA,NA,NA,NA,NA,NA,NA,"Back filling for 1/24/2026, I forgot to fill it out during the day.",NA
"1/25/2026 12:28:01","e859586525ccf511c7729f821cfcb40f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 16:08:34","74f291653c12510a6585971c8a46ae03","Unsure","Forza Horizon 6, https://forza.net/forzahorizon6","Buy a game","The game advertised to buy the game pass subscription to unlock the game for free, or pay for the upgrade to deluxe edition to unlock the game 4 days early. also to pre order the game to unlock exclusive content","not really, i ignored it, but out of the list, i would say it would be costing me more time or money",2,"No","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","this is for 1/24",NA
"1/25/2026 17:02:34","af8223a08ac162a1586e95dc1052dd9b","Yes","Spotify","I was trying to listen to music in the background while studying and relaxing without being distracted.","The app repeatedly displayed pop-ups and banners encouraging me to upgrade to Premium. Ads frequently interrupted songs, and certain features like unlimited skips and choosing specific songs were restricted, which made the free version feel intentionally inconvenient.","These interruptions made it harder for me to stay focused while studying. I had to spend time closing pop-ups and waiting through ads instead of staying engaged with my work. The constant reminders to upgrade created subtle pressure to subscribe just to avoid the inconvenience, even though I originally only wanted to listen to music casually. This made the experience feel more frustrating than necessary.",3,"No","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","While it is reasonable for Spotify to promote its paid service, the design relies heavily on inconvenience and repeated prompts to influence users’ decisions. Over time, this can make users feel pressured to subscribe rather than freely choosing based on value.",NA
"1/25/2026 18:41:09","a515adcad907f25d005c2bc716b146e1","Yes","Amazon
https://www.amazon.com/gp/help/customer/display.html?nodeId=201714290","Cancel my Amazon Prime membership","It had me go through a bunch of loop holes and deals, before I could actually cancel the membership","lots of time, was super annoying and frustrating",4,"No","Social Proof (False activity messages, Deceptive consumer testimonials, Deceptive celebrity endorsements, Parasocial relationship pressure), Urgency (Baseless countdown timer, False limited time message, False discount claims), Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts)",NA,NA
"1/25/2026 19:21:18","dc061d80e7dd17510f6d829ef33db9e6","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 19:48:44","0f3758c93874e764fc2a3810d76412ea","Unsure","Amazon Prime","It wasn't me personally which is why I'm unsure but I was present with my friend who tried cancelling their Amazon Prime and got asked annoying questions like ""are you sure"" then gave an offer to stay before finally letting him cancel.","They tried to keep him as a customer even after he started the cancelling process.","Made me chuckle a bit since it's like they're begging you to stay.",2,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts), Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"1/25/2026 19:50:08","f7b8ba00725f823769b18b9d3a8dcece","Yes","Robinhood","Regularly just using my phone.","Sent me a notification saying if i sign up for their robinhood pro free trial i would have a chance at winning tickets to the super bowl. The thing is after the trial ends you get charged $5 a month.",NA,2,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)",NA,"https://drive.google.com/open?id=15ysS648zlrfxJ_j1Z31vUwpaQKwrqtvM"
"1/25/2026 21:06:15","ded98ef2ae3193a58dafaae10e84a4d5","Yes","Aliexpress
https://www.aliexpress.us/","I was browsing the products","Whenever i refreshed the home page i got a popup saying i got a free gift but in small text it said after purchase. Whenever i closed out of it if i ever refreshed the home page again it showed back up no matter what i did.","It really annoyed me whenever I refreshed and I ended up just closing the website",4,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)",NA,"https://drive.google.com/open?id=1K7ieUzUXjYHa5QzZKh23-hyIm_CO-00K"
"1/25/2026 22:05:12","4a29867983ade6dd1b2b2906623caa5b","Unsure","Nvidia SDK Manager Download https://developer.nvidia.com/sdk-manager","I was trying to download the Nvidia SDK Manager","The page was designed to look like you could freely download the software, but once you click on one of the download file buttons it redirects you to a login page.","It annoyed me because I thought that my next action would download the software, but I instead had to sign up for an account.",3,"Yes","Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich), Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","I wouldn't have been as annoyed if instead of the file download buttons it instead showed ""Login to download""","https://drive.google.com/open?id=1tmXhTo5IzHHe60dw-mxWOgwYbzfcNhUg, https://drive.google.com/open?id=1ENgUpOpYLLaH6Z2CePPiL6z8gFbmK3VG"
"1/25/2026 22:05:30","4bc7f5a22151e3f0617ee30c3595d358","No",NA,NA,NA,NA,1,"No",NA,NA,NA
"1/25/2026 22:33:57","86aedc940e1573ca89a0b18205d56559","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 22:37:49","40dd2a03fb4b98f334946f6fec656214","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 22:40:29","fc18d8e695666557c2869e666275169c","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 23:10:57","91f4c3e914abd8a08357dd818e47d187","Unsure","Lune Cafe","Order some dessert / food","They put the popular / featured limited time only options at the top and the regular stuff at the hidden. I had to navigate between many different pages just to find what i wanted.","Hindering what you wanted to accomplish",2,"No","Asymmetric Choice (Trick questions, Confirm shaming, Preselection, Subverting privacy preferences)",NA,NA
"1/25/2026 23:16:17","eb3d24eeaafc9ed15391a6eab40384e4","Unsure","Amazon 
https://www.amazon.com/Adjustable-Cervical-Sleeping-Ergonomic-Orthopedic/dp/B0C1GQ54QD/ref=sr_1_4?crid=297OATI1TI7DC&dib=eyJ2IjoiMSJ9.1zGfq2glR9DaHV5PmALOO7gKV0E--3qNdz927HgvxWg_fhj5tt8JEwrzwyZmv6DGmNNXr9ec4Qqdhidtn63ws8uQJxSqbbNwjeFw7qhGmrcpGkqWJIiHkPDhiwifB4-a134p7-xccD43A2LDICig-P2GmrU2T-k1vU_ddyQo5lKDpyxz79CPngv2xnVQzLbq7mtQT_mHJheUZkC31XPQ_-JRDr8AIC61yEunWFULEBex73g9fU7iOLbgyTz7NfNt94GH9u7OITooCIXa3_mo8FD4jsxpoxFu04gqzrs0dZs.94PidNDhMwUOaeqpSSN2unITahacx4fw2jz8NBi92Xc&dib_tag=se&keywords=Pillow%2Bfor%2Bneck%2Bpain&qid=1769411043&s=home-garden&sprefix=pillow%2Bfor%2Bneck%2Bpai%2Cgarden%2C165&sr=1-4&th=1","I was browsing online for a  good pillow.","The first thing is that it says limited time deal, but doesn't mention how long the sale is going to last for. Secondly, it says order within 55 minutes and there will be free delivery on a certain day. Another confusing thing is that in small text at the top right hand corner is says Sponsored underneath a banner. I can't really tell if the Sponsored text is for the banner or the product listing itself is sponsored.","I'm questioning whether this is actually the #1 best seller in Contoured Support Pillows category.",3,"Yes","Urgency (Baseless countdown timer, False limited time message, False discount claims), Interface Interference (Misdirection, False hierarchy or pressured upselling, Disguised ads,  Bait and swtich)",NA,"https://drive.google.com/open?id=1hDQNNllX8IVobJKQvWK3oh1VreA8IID7"
"1/25/2026 23:19:17","e9654dbbbfe347916631418f6892fabf","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 23:21:23","442fc86a5aefdaeabbaea6fb9aebad38","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 23:28:54","8f3e6c234621b584a8db2856547a1e72","No",NA,NA,NA,NA,NA,NA,NA,"-",NA
"1/25/2026 23:37:23","2953e5e87133f5a9d0402c611ec6523f","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 23:46:50","0961728f88dc965cbb8dc507b1db0486","Unsure",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1/25/2026 23:49:47","9a0dd5b58c1c3e6033e98ee97e708eff","No",NA,NA,NA,NA,NA,NA,NA,"No incidents.",NA
"1/25/2026 23:58:34","8f3e6c234621b584a8db2856547a1e72","Yes","shein, link: https://us.shein.com/?url_from=usgooglebrandshein_srsa_Shein01_20210124&network=g&kwd=kwd-1667706624&pf=GOOGLE&keyword=shein&target=&placement=&gad_source=1&gad_campaignid=370313608&gbraid=0AAAAADm0yO6yjccYGJ7sufli52fATs7AO&gclid=Cj0KCQiAm9fLBhCQARIsAJoNOctfus8wZ_GqeejLfH_D9Or3fO5VaIR4r0cP-C1N0HG-bdvLGHCd7ocaAvNyEALw_wcB","I was trying to just open the app and see and I had all these pop-ups saying free gifts and you don't have to buy anything and get 3 items for $0","It was suss because later it wanted me to buy something to avail the offer","costing me more money than expected",1,"Yes","Sneaking or Information Hiding (Sneak-into-Basket, Hidden Information, Hidden Costs, Drip Pricing, Hiddent Subscription or Forced Continuity, Intermediate Currency)","-","https://drive.google.com/open?id=1tYyjUBAUA4I9flleLdcz35SikIklZV5J"
"1/26/2026 0:29:12","3ab9930600663c445d69ce90a7896ef2","Yes","Aliexpress","Trying to buy bulk items for my club","It was really cheap however, I noticed that after I added it to cart, it would raise up in price.","Yes, because I was looking for stuff that was within my budget, however, when I checked out, it wasn't the right price.",3,"No","Obstruction (Price comparison prevention, Roadblocks to cancellation, Immortal accounts)","No",NA
"1/26/2026 3:27:50","74f291653c12510a6585971c8a46ae03","Unsure","Xbox game pass ultimate subscription, microsoft.com or xbox.com","cancel my xbox game pass ultimate subscription","somewhat difficult option to find cancel button, slow process, and have to click multiple buttons and more than one prompt before i can cancel. also final message asking if i for sure want to cancel and relisting the benefits i lose if i cancel. im canceling because of subscription price increase","somewhat hindering what i wanted to accomplish by having a slow process, and costing me time and effort, and costing me money in a way since it's going up in price",2,"No","Coerced Action (Unauthorized transactions, Auto-play, Nagging, Forced registration or enrollment, Pay-to-play or grinding, Friend Spam, Social pyramid schemes, and Address Book Leeching)","this is for 1/25",NA
"1/27/2026 2:09:47","40dd2a03fb4b98f334946f6fec656214","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
